bookID;;authors;average_rating;isbn;language_code;  num_pages;ratings_count;text_reviews_count;publication_date;publisher;review_sentences;has_spoiler;Genre
29380;Animal Liberation;Peter Singer;4.25;60011572;eng;352;5325;357;12/01/2001;Ecco Press;#N/A;#N/A;{'non-fiction': 407, 'history, historical fiction, biography': 4}
29390;Boudicca: The Warrior Queen;M.J. Trow;3.57;75093400;en-US;250;71;8;02/01/2005;Sutton Publishing;#N/A;#N/A;{'history, historical fiction, biography': 49, 'non-fiction': 20, 'fiction': 6}
29393;Our Band Could Be Your Life: Scenes from the American Indie Underground  1981-1991;Michael Azerrad;4.18;316787531;eng;522;12472;573;07/02/2002;Back Bay Books;#N/A;#N/A;{'history, historical fiction, biography': 117, 'non-fiction': 46, 'comics, graphic': 2}
29394;Cursor's Fury (Codex Alera  #3);Jim Butcher;4.36;441014348;eng;442;50427;1053;12/05/2006;Ace Hardcover;"[[0, ""After the painful reading experience of Academ's Fury, I secretly hoped that this would be a horrible read so I could just toss all 6 in a pile to be sold (I was given the first three and while reading the first one started purchasing the other 3 because I was so impressed).""], [0, ""Well, son of a gun if Jim Butcher hasn't actually written something that wasn't Dresden Files and yet is up to the standard of fun and excitement involved there.""], [0, ""There's something about the world created in his Codex Alera - a world where magic is a living Fury you form a connection with - that is so believable and well-rounded and vast that I just want to spend more time there.""], [0, 'Maybe it\'s the Dune-esque political intrigue mixed with powerfully engaging races - with complex characters that blur black-and-white moralities even while having a few that are Good - set against ""upcoming dreadful things"" mixed with very well written action sequences that bound between internal struggles and full scale wars.'], [0, ""Then again, if you've read Dresden Files ... you know that Jim Butcher's strength (at least on the first read) is the climax.""], [0, ""Cursor's Fury starts its climax at about page 150 and doesn't stop until 500 some.""], [0, ""There's no more need for set-up and (unlike Dresden Files) no need to repeat basic facts every book.""], [0, ""It's clear where the series is going ... and I'm OK with that.""], [0, 'I just really want Butcher to stop thinking that Epic Fantasy language starts and ends with switching verbs and subjects around and old cliches (like the response, ""And I you"" to ""I love you"").'], [0, 'At least in this book, he did a better job of hiding the ""stylistic language"" that drove me bonkers last book.'], [0, ""Yeah, even though I know this story ... I find the world it takes place in and the characters so engaging that I don't mind being told again.""]]";FALSE;{'fantasy, paranormal': 2426, 'fiction': 325, 'young-adult': 21, 'romance': 19}
29395;Sharpe's Fury (Sharpe  #11);Bernard Cornwell;4.10;60530480;eng;352;6057;136;8/22/2006;Harper;#N/A;#N/A;{'fiction': 552, 'history, historical fiction, biography': 510, 'mystery, thriller, crime': 2}
29396;Furies of Calderon (Codex Alera  #1);Jim Butcher;4.12;44101268;eng;504;84357;3322;6/28/2005;Ace;"[[0, ""Those of you thinking of starting this series because of Butcher's other fantasy novels (Dresden Files), let me warn you right now that this is a different type of novel and Jim Butcher writes it accordingly.""], [0, 'For the very fact that it has a completely different tone and air about it, I am pleased.'], [0, 'It shows that Jim Butcher has talent in his writing beyond aping the great noir style he employs in the fantasy-mystery series.'], [0, ""Here, he uses his writer's voice to hover above the action, in essence playing to the field of Epic Fantasy.""], [0, 'But what he has created in this novel is more than just a neat magic system.'], [0, ""He's created a world akin to Larry Niven, Jerry Pournelle and Steven Barnes's book The Legacy of Heorot.""], [0, 'That is, we are looking at a world where a natural order exists and, though it is only hinted at here, that natural order exists for a reason.'], [0, ""That is exciting and I can imagine many great things that can occur in this world through Butcher's imagination.""], [0, ""I've seen what he has done in an urban setting, creating this whole world leads me to believe he will deepen it with future books also.""], [0, 'So the set-up and writing are strong, but beyond the interesting ideas presented in regards to the world, there is really nothing new here for Fantasy fans (even I, a neophyte to the genre, know this).'], [0, 'More likely than not, even the aspects of the world that I found interesting are not new to the genre.'], [0, 'The characters have, in essence, all been written before.'], [0, 'While the women are strong and fight, they are also used in this novel for a few steamy sex scenes.'], [0, 'If it were one or two, than I could understand it, but every central female character ends up in a sexual situation and for that Jim Butcher should be very careful.'], [0, 'While the original Epic Fantasies could get away with this, we live in a modern age where that type of sexism (as innocent as it may have been) just throws off a lot of folk.'], [0, 'One final note.'], [0, 'The blurbs on both Goodreads and the back of the book focus on the character of Tavi.'], [0, 'The novel, though, uses Tavi and his story as only a third of the plots.'], [0, 'He may be an interesting character, but he is not the central character (that may go to female lead Amara) to the series yet.'], [0, 'Obviously there is major set-up to make him the central character, but at this point he is just a lucky and resourceful character.']]";FALSE;{'fantasy, paranormal': 6280, 'fiction': 547, 'young-adult': 58, 'romance': 28}
29404;Your Child and Jesus: A Family Activity Book;Rick Osborne/Kevin Miller;0.00;80242855;eng;112;0;0;9/13/1999;Moody Publishers;#N/A;#N/A;#N/A
29406;To the Friend who Didn't Save my Life;Hervé Guibert/Linda Cloverdale;3.92;1852423285;eng;240;110;15;01/01/1998;Serpent's Tail;#N/A;#N/A;{'fiction': 19, 'history, historical fiction, biography': 7, 'non-fiction': 7, 'comics, graphic': 3}
29412;The Mistress's Daughter;A.M. Homes;3.28;670038385;en-US;256;3282;518;04/05/2007;Viking;#N/A;#N/A;{'non-fiction': 119, 'history, historical fiction, biography': 66, 'fiction': 8}
29421;Layer Cake;J.J. Connolly;3.98;802141684;eng;344;1000;68;8/31/2004;Grove Press  Black Cat;#N/A;#N/A;{'fiction': 43, 'mystery, thriller, crime': 64}
29434;Self-Made Man: One Woman's Journey Into Manhood and Back Again;Norah Vincent;3.33;670034665;eng;290;4104;656;1/19/2006;Viking Books;#N/A;#N/A;#N/A
29435;Nixon Agonistes: The Crisis of the Self-Made Man;Garry Wills;4.12;618134328;eng;640;430;32;11/14/2002;Mariner Books;#N/A;#N/A;#N/A
29442;The Man Who Changed Everything: The Life of James Clerk Maxwell;Basil Mahon;4.13;470861711;eng;256;500;46;10/15/2004;Wiley;#N/A;#N/A;{'history, historical fiction, biography': 65, 'non-fiction': 22, 'comics, graphic': 1}
29446;Baghdad Without a Map and Other Misadventures in Arabia;Tony Horwitz;3.98;452267455;eng;285;3653;196;01/01/1992;Plume Books;#N/A;#N/A;{'non-fiction': 150, 'history, historical fiction, biography': 37}
29456;Night Train to Memphis (Vicky Bliss  #5);Elizabeth Peters;4.07;446602485;eng;368;3874;192;12/01/1995;Grand Central Publishing;#N/A;#N/A;{'mystery, thriller, crime': 472, 'fiction': 80, 'romance': 34, 'history, historical fiction, biography': 17}
29460;Sociology in Our Times;Diana Kendall;3.21;495006858;eng;742;1;0;01/01/2006;Wadsworth Publishing Company;#N/A;#N/A;#N/A
29470;Iberia: Spanish Travels and Reflections;James A. Michener/Robert Vavra;3.71;394429826;en-US;818;39;8;04/12/1968;Random House;#N/A;#N/A;{'fiction': 105, 'history, historical fiction, biography': 112, 'non-fiction': 60}
29471;Journey;James A. Michener;3.81;449218473;eng;336;1597;133;10/01/1994;Fawcett;#N/A;#N/A;#N/A
29474;You Remind Me of You: A Poetry Memoir;Eireann Corrigan;3.95;439297710;eng;128;993;106;02/01/2002;Push;#N/A;#N/A;#N/A
29478;Remind Me Again Why I Need A Man;Claudia Carroll;3.30;61140538;eng;384;689;128;05/01/2007;Harper;#N/A;#N/A;{'fiction': 22, 'romance': 8, 'non-fiction': 2, 'mystery, thriller, crime': 1}
29484;Strange Candy (Anita Blake  Vampire Hunter #0.5);Laurell K. Hamilton;3.76;425212017;en-US;257;15360;314;10/03/2006;Berkley Publishing Group;#N/A;#N/A;{'fiction': 96, 'fantasy, paranormal': 218, 'romance': 37, 'mystery, thriller, crime': 13}
29486;Candy Girl: A Year in the Life of an Unlikely Stripper;Diablo Cody;3.54;1592402739;en-US;212;11149;1560;01/02/2007;Gotham;#N/A;#N/A;{'non-fiction': 435, 'history, historical fiction, biography': 178, 'comics, graphic': 9, 'fiction': 5}
29487;Candy Licker;Noire;4.39;345486471;eng;304;2623;131;12/27/2005;One World/Ballantine;#N/A;#N/A;{'fiction': 22, 'romance': 11, 'mystery, thriller, crime': 2}
29488;Candy;Luke Davies;4.09;345423879;en-US;304;5838;301;6/16/1998;Ballantine Books;#N/A;#N/A;{'fiction': 100, 'romance': 15, 'young-adult': 6, 'mystery, thriller, crime': 3, 'non-fiction': 2}
29489;Hard Candy;Angela Knight/Sheri Gilmore/Morgan Hawke;3.99;1596321288;en-US;350;564;23;6/30/2005;Loose Id  LLC;#N/A;#N/A;{'romance': 30, 'fantasy, paranormal': 17, 'fiction': 7}
29490;Candy;Mian Mian/Andrea Lingenfelter;3.32;316563560;en-US;279;1169;95;7/15/2003;Back Bay Books;#N/A;#N/A;{'fiction': 46, 'romance': 2, 'history, historical fiction, biography': 4, 'non-fiction': 2}
29497;Demon Diary  Volume 01;Kara/Lee Chi-Hyong;3.95;1591821541;eng;192;4685;78;05/06/2003;TokyoPop;#N/A;#N/A;{'fantasy, paranormal': 97, 'comics, graphic': 120, 'young-adult': 12, 'fiction': 10, 'romance': 8}
29498;Demon Diary  Volume 03;Kara/Lee Yun-Hee;4.07;1591821568;eng;187;1296;20;09/09/2003;TokyoPop;#N/A;#N/A;{'fantasy, paranormal': 46, 'comics, graphic': 54, 'fiction': 7, 'romance': 4, 'young-adult': 1}
29499;Demon Diary  Volume 02;Kara/Jee-Hyung Lee;4.14;159182155;eng;199;1672;26;07/08/2003;TokyoPop;#N/A;#N/A;{'fantasy, paranormal': 55, 'comics, graphic': 67, 'fiction': 11, 'romance': 5, 'young-adult': 2}
29500;Demon Diary  Volume 04;Kara/Lee Yun-Hee;4.10;1591821576;eng;192;1182;15;11/04/2003;TokyoPop;#N/A;#N/A;{'fantasy, paranormal': 46, 'comics, graphic': 51, 'fiction': 8, 'romance': 4, 'young-adult': 3}
29501;The End of Faith: Religion  Terror  and the Future of Reason;Sam Harris;3.93;393327655;en-US;348;29971;1480;9/17/2005;W. W. Norton  Company;"[[0, ""This book raises so many good, valid points but all that is let down by Sam Harris' extreme positions on a handful of issues.""], [0, 'As far as the positives go, there were plenty, specially the passages where the author talks about the acts perpetrated by the church during the middle ages were hauntingly well written.'], [0, 'The first few chapters where he talks about the relationship between logic and language were extremely educational (at least for me, they were).'], [0, 'Almost universally throughout the book, his criticisms are perfectly valid.'], [0, 'However, the moment he begins to prescribe possible solutions to the problems of religion, the book sort of takes a sinister turn.'], [0, 'Furthermore, I found the pedantic and ethnocentric tone of the book very unpalatable.'], [0, 'On the whole, I found this an engaging book that I enjoyed, but only once I managed to get past the heavy presence of the author in its pages.']]";FALSE;{'non-fiction': 1113, 'history, historical fiction, biography': 57, 'fiction': 5}
29506;Prisoner's Dilemma: John von Neumann  Game Theory  and the Puzzle of the Bomb;William Poundstone/John von Neumann;3.91;38541580;eng;320;1323;94;01/01/1993;Anchor;#N/A;#N/A;#N/A
29512;Lost Continents;L. Sprague de Camp;3.65;486226689;en-US;363;108;10;06/01/1970;Dover Publications (NYC);#N/A;#N/A;#N/A
29514;The Lost Continent;Edgar Rice Burroughs;3.68;1600961509;eng;108;1235;59;7/30/2008;Waking Lion Press;#N/A;#N/A;#N/A
29516;The Lost Continent: The Story of Atlantis;Charles John Cutcliffe Wright Hyne/Gary Hoppenstand/Harry Turtledove;3.78;803273320;eng;260;19;1;11/01/2002;Bison Books;#N/A;#N/A;#N/A
29519;Conspiracy of Fools;Kurt Eichenwald;4.23;767911792;eng;784;4511;309;12/27/2005;Broadway Books;#N/A;#N/A;#N/A
29526;The Death and Rebirth of the Seneca;Anthony F.C. Wallace;3.66;39471699;eng;416;102;5;04/12/1972;Vintage;#N/A;#N/A;#N/A
29529;Rebirth Volume 5;Kang-Woo Lee/Lauren Na;4.03;1591822203;eng;184;102;2;12/02/2003;TokyoPop;#N/A;#N/A;#N/A
29533;Satan Burger;Carlton Mellick III;3.56;971357234;eng;230;1691;129;11/01/2001;Eraserhead Press;#N/A;#N/A;{'fiction': 76, 'fantasy, paranormal': 29}
29534;The Strategy of Satan: How to Detect and Defeat Him;Warren W. Wiersbe;4.37;842366652;en-US;162;440;45;7/20/1979;Tyndale House Publishers;#N/A;#N/A;{'non-fiction': 11, 'fiction': 1}
29537;The Black Stallion and Satan (The Black Stallion  #5);Walter Farley;4.12;679813462;eng;224;6280;53;4/14/1992;Yearling;#N/A;#N/A;{'fiction': 103, 'children': 200, 'young-adult': 67, 'history, historical fiction, biography': 4, 'fantasy, paranormal': 2}
29545;Satan: His Psychotherapy and Cure by the Unfortunate Dr. Kassler  J.S.P.S.;Jeremy Leven;4.13;59514506;eng;496;519;52;11/01/2000;Backinprint.com;#N/A;#N/A;{'fiction': 40, 'fantasy, paranormal': 12}
29547;Everyone Worth Knowing;Lauren Weisberger;3.40;1416543007;en-US;448;67653;1680;12/26/2006;Pocket Books;"[[0, 'It definitely kept me occupied on the plane, but it was pretty much exactly like The Devil Wears Prada.'], [0, 'Normal girl who gets swept up in the fabulous life?'], [0, 'Check.'], [0, 'Culinary love interest?'], [0, 'Dramatic quitting of job?'], [0, 'Check.'], [0, 'Check.'], [0, ""Me getting frustrated that the main character doesn't realize (or doesn't care) that everyone around her is a jerk, and that she is turning into a jerk herself?""], [0, 'Check.']]";FALSE;{'fiction': 417, 'romance': 159, 'young-adult': 6}
29549;The Lost Blogs: From Jesus to Jim Morrison--The Historically Inaccurate and Totally  Fictitious Cyber Diaries of Everyone Worth Knowing;Paul       Davidson;3.61;446697389;eng;288;30;5;11/29/2009;Warner Books;#N/A;#N/A;{'non-fiction': 5, 'fiction': 5, 'history, historical fiction, biography': 1}
29551;Happy Are the Peace Makers (Blackie Ryan  #5);Andrew M. Greeley;3.79;515110752;eng;300;369;16;04/01/1993;Jove Books;#N/A;#N/A;{'mystery, thriller, crime': 28, 'fiction': 16, 'romance': 2}
29561;The Truth Will Set You Free: Overcoming Emotional Blindness and Finding Your True Adult Self;Alice   Miller/Andrew Edwin Jenkins;4.06;465045855;eng;224;501;32;12/10/2002;Basic Books;#N/A;#N/A;{'non-fiction': 35}
29565;The Stone Raft;José Saramago;3.80;1860467210;eng;272;3224;180;06/01/2000;Panther;#N/A;#N/A;{'fiction': 163, 'fantasy, paranormal': 17, 'romance': 9}
29566;Baltasar and Blimunda;José Saramago/Giovanni Pontiero;3.92;1860469019;eng;346;105;14;9/20/2001;Vintage Classics;#N/A;#N/A;{'fiction': 331, 'history, historical fiction, biography': 164, 'romance': 65, 'fantasy, paranormal': 11}
29569;You: The Owner's Manual: An Insider's Guide to the Body That Will Make You Healthier and Younger;Michael F. Roizen/Mehmet C. Oz;3.82;60765313;en-US;417;3170;286;01/01/2005;Collins Publishers;#N/A;#N/A;{'non-fiction': 174}
29571;You: On a Diet: The Owner's Manual for Waist Management;Michael F. Roizen/Mehmet C. Oz;3.66;743292545;en-US;370;4403;405;10/31/2006;Free Press;#N/A;#N/A;#N/A
29579;Foundation (Foundation  #1);Isaac Asimov;4.16;553803719;eng;244;349846;6561;06/01/2004;Bantam;"[[0, ""I'm not entirely sure how I haven't added Foundation yet, but this really is one of my all-time favorites.""], [0, 'Aside from the notable weakness of its lack of women, this is a fantastic book.']]";FALSE;{'fiction': 9704, 'fantasy, paranormal': 1610, 'history, historical fiction, biography': 37}
29580;Second Foundation (Foundation #3);Isaac Asimov;4.26;553803735;eng;256;119224;1708;06/01/2004;Bantam Spectra;"[[0, 'In 1966 a one-time Hugo awards for the best all time series was given to Isaac Asimov for the Foundation saga.'], [0, 'It is well deserved.'], [0, 'I read this book as a kid, and I remember enjoying it, but reading it now as an adult I came to appreciate the breath of his work, how daring it is, in creating this fictional future history, modeled after historical pattern of the past.'], [0, 'As for the previous books, the third (and originally the last) installment of the series is a collection multiple short stories, each set decades apart from each other, each connected to the previous one to tell the history of the ""foundation"" over the centuries.'], [0, 'After years of struggle, the Foundation lies in ruins--destroyed by the mutant mind power of the Mule.'], [0, 'But it is rumored that there is a Second Foundation hidden somewhere at the end of the Galaxy, established to preserve the knowledge of mankind through the long centuries of barbarism.'], [0, 'The Mule failed to find it the first time--but now he is certain he knows where it lies.'], [0, 'In the second story, the fate of the Foundation rests on young Arcadia Darell, only fourteen years old and burdened with a terrible secret.'], [0, 'Asimov was well known for his lack of interesting, well rounded, female character.'], [0, 'That was quite common (unfortunately) at the time, and the author recognized his limitation and attributed it to his lack of success with women at the time.'], [0, ""After many quite unremarkable female side characters, Second Foundation's Arcadia is a groundbreaking and welcomed change: she is captivating, smart, and well-rounded.""], [0, 'She is definitely in control of her life, and in the center stage.'], [0, ""She is probably one of the most interesting of Asimov's characters.""], [0, ""It does not come as a surprise that, of all the Foundation's stories, this is often the favorite one.""]]";FALSE;{'fiction': 4695, 'fantasy, paranormal': 666, 'history, historical fiction, biography': 13, 'mystery, thriller, crime': 12}
29581;Foundation and Empire (Foundation #2);Isaac Asimov;4.22;553803727;eng;256;126226;2034;06/01/2004;Spectra Books;"[[0, ""I would give one more star if everything wasn't so obvious from the beginning.""]]";FALSE;{'fiction': 5131, 'fantasy, paranormal': 747}
29582;Foundation and Earth (Foundation #5);Isaac Asimov;4.05;553587579;eng;500;46112;890;8/31/2004;Spectra;[[0, 'Last book of the Foundation series.'], [0, 'Unsatisfactory ending.']];FALSE;{'fiction': 2632, 'fantasy, paranormal': 370}
29584;Foundations of Clinical Research: Applications to Practice;Leslie Gross Portney;4.12;838526950;eng;742;18;1;01/01/2000;Prentice Hall;#N/A;#N/A;#N/A
29587;Down and Out in the Magic Kingdom;Cory Doctorow;3.56;76530953;eng;208;10810;1068;12/05/2003;Tor Books;[[0, 'Fun book with hard sci-fi ideas about the near future.'], [0, 'And if you know your Disneyland rides well, it makes it even more fun.']];FALSE;{'fiction': 898, 'fantasy, paranormal': 172, 'young-adult': 12, 'mystery, thriller, crime': 9}
29588;Someone Comes to Town  Someone Leaves Town;Cory Doctorow;3.51;765312808;en-US;315;2956;321;5/30/2006;Tor Books;"[[0, 'Had promise, but squandered it.'], [0, ""There are two stories here, and I didn't really see any reason for it.""], [0, ""Alan's family troubles, and interactions with his neighbours, made one.""], [0, 'And it was quirky and interesting and I wanted to know more.'], [0, 'The wi-fi network story was completely pointless, except as an excuse for Doctorow to spout his views on free speech.'], [0, ""The whole thing could've been dropped without making any difference on the other story at all.""], [0, ""And Mimi's actions make no sense.""], [0, 'She switches positions for seemingly no reason at all.'], [0, ""I was willing to cut the stories a little more slack, but I just don't see how Kurt and Krishna (and Link and Lyman) fill the same roles, like everyone else with matching first letters in their names.""], [0, 'I feel like Doctorow cheated the reader by breaking his own rules.']]";FALSE;{'fantasy, paranormal': 189, 'fiction': 201}
29589;Eastern Standard Tribe;Cory Doctorow;3.48;765310457;en-US;223;3213;213;04/01/2005;Tor Books;"[[0, 'Eastern Standard Tribe reads so quickly and flows so well that it feels like it must be light weight fluff -- a throw away entertainment and nothing more -- but it doesn\'t take much, only a little thought and a willingness to engage with ""dead bodies"" and ""living flesh,"" to see that it is much more.'], [0, 'Cory Doctorow is an unrepentant blogger, and it shows in this, his second novel.'], [0, 'His language fizzes and crackles like three bags of Pop Rocks burning their carbonated pleasure on a tongue, popping out computer geek jargon in one line and imaginary pop culture in the next, before spinning off into a welcome tirade full of compelling arguments.'], [0, ""One minute Doctorow's revealing truly terrifying insights into the field of mental health, demonstrating how a pseudo-science bent on homogeneity can wield enough power to put people away without due process or any process at all.""], [0, ""The next he's casually envisioning a mobile, futuristic Napster to rule the highway airwaves with piracy turned privateering.""], [0, 'It is sci-fi so successful in its plausibility that it almost ceases to be sci-fi.'], [0, ""In Doctorow's future there are cars that run on vodka or fry grease, airplanes with hot tubs, comm sets that nullify texting and turn it into chatting, and circadian tribalism that offers a new system of societal organization just waiting to take over those systems we've long accepted, embraced and grown tired of.""], [0, ""It's all either already happening or is going to happen.""], [0, ""And if it doesn't happen it will likely only be because whatever it is has taken another form.""], [0, ""It's not prophetic, but it is fascinatingly observant.""], [0, 'Taken together, Eastern Standard Tribe and Down and Out in the Magic Kingdom suggest that Cory Doctorow has the potential to be a Canadian Philip K. Dick.'], [0, ""I can't give much higher praise than that.""], [0, ""But if you aren't familiar with Dick's work try this equation:""], [0, ""A non-nihilistic Chuck Palahniuk - Chuck's always disappointing third act + a smart, sci-fi kick in the ass = Cory Doctorow.""], [0, 'Check out how his ""Chi is flowing"" before they turn one of his books into a movie and taint his prose forever.'], [0, 'He may not be the most literary rat on the ship, but his energy makes him the most likely to escape the scuttle.']]";FALSE;{'fiction': 266, 'fantasy, paranormal': 15, 'mystery, thriller, crime': 1}
29593;A Place So Foreign and Eight More;Cory Doctorow/Bruce Sterling;3.72;1568582862;eng;243;860;43;09/08/2003;Four Walls Eight Windows Press;#N/A;#N/A;{'fiction': 84, 'fantasy, paranormal': 10}
29597;Through Painted Deserts: Light  God  and Beauty on the Open Road;Donald Miller;3.92;785209824;eng;256;8931;444;8/14/2005;Thomas Nelson;#N/A;#N/A;{'non-fiction': 189, 'history, historical fiction, biography': 27, 'fiction': 4, 'comics, graphic': 3}
29603;20 000 Leagues Under the Sea;Ron     Miller/Jules Verne/Paul   Wright;3.76;751370738;eng;64;34;4;10/08/1998;Prentice Hall;#N/A;#N/A;#N/A
29613;Codebreakers' Victory: How the Allied Cryptographers Won World War II;Hervie Haufler;4.18;451209796;eng;352;45;3;11/04/2003;NAL Trade;#N/A;#N/A;#N/A
29616;All Night Long;Jayne Ann Krentz;3.96;399153055;eng;416;7438;257;01/03/2006;G.P. Putnam's Sons;#N/A;#N/A;#N/A
29617;White Lies (Arcane Society  #2);Jayne Ann Krentz;4.01;39915373;eng;371;7604;328;02/01/2007;G.P. Putnam's Sons;#N/A;#N/A;#N/A
29619;Ghost Hunter (Ghost Hunters  #3);Jayne Castle/Jayne Ann Krentz;4.14;515141402;eng;327;4349;170;5/30/2006;Jove Books;#N/A;#N/A;{'fantasy, paranormal': 321, 'romance': 288, 'fiction': 53, 'mystery, thriller, crime': 27}
29620;The Pirate / The Adventurer / The Cowboy;Jayne Ann Krentz;3.89;373771711;eng;362;262;7;4/25/2006;Harlequin;#N/A;#N/A;#N/A
29621;Midnight Jewels;Jayne Ann Krentz;3.75;446692476;eng;425;1306;35;07/01/2003;Warner Books;#N/A;#N/A;{'romance': 186, 'fiction': 15, 'mystery, thriller, crime': 15, 'history, historical fiction, biography': 4, 'fantasy, paranormal': 1}
29622;The Wedding Night;Jayne Ann Krentz;3.45;1551668513;eng;256;795;23;11/23/2001;MIRA;#N/A;#N/A;{'romance': 82, 'fiction': 10, 'history, historical fiction, biography': 1}
29623;After Glow (Ghost Hunters  #2);Jayne Castle/Jayne Ann Krentz;4.14;515136948;eng;343;4149;138;2/24/2004;Jove Books;"[[0, ""This is part of Jayne Castle aka Jayne Ann Krentz's Ghost Hunter series, chronologically the third in the series but as a full novel the second in the series.""], [0, ""This tells the continuing story of Lydia Smith, she's working for a tacky third-rate museum, Shrimpton's House of Ancient Horrors, taking on the occasional job to try to reclaim her career.""], [0, 'Between that, dating one of the most powerful and dangerous men in the town and dead bodies turning up she has a handful of trouble.'], [0, ""Lydia is an interesting character but sometimes it wasn't really clear where she was coming from.""], [0, ""She really has some problems fitting into her world and it really didn't come across as sufficiently different to appease the SF fan in me.""], [0, 'One of my favourite characters is Fuzz the dust bunny, very very funny.'], [0, 'Enjoyable, light but nothing terribly amazing.'], [0, 'You also really need to have read the prequel to make this work for you.']]";FALSE;{'romance': 404, 'fantasy, paranormal': 407, 'fiction': 67, 'mystery, thriller, crime': 42}
29624;Orchid (St. Helen's  #3);Jayne Castle/Jayne Ann Krentz;4.15;671569023;eng;327;3748;102;05/01/1998;Pocket Books;#N/A;#N/A;{'romance': 344, 'fantasy, paranormal': 272, 'fiction': 52, 'mystery, thriller, crime': 23}
29625;The Origin of Consciousness in the Breakdown of the Bicameral Mind;Julian Jaynes;4.25;713912545;en-GB;467;7;1;06/01/1979;Allen Lane;#N/A;#N/A;{'non-fiction': 200, 'history, historical fiction, biography': 59}
29627;The Future of the Universe;Jack Meadows;3.80;1852339462;eng;175;5;0;12/01/2006;Springer;#N/A;#N/A;#N/A
29632;Micro Eco-Farming: Prospering from Backyard to Small Acreage in Partnership with the Earth;Barbara Berst Adams;3.76;963281437;eng;174;68;5;05/01/2005;New World Publishing;#N/A;#N/A;{'non-fiction': 5}
29633;The Quiet American: Text and Criticism;Graham Greene/John Clark Pratt;3.97;14024350;eng;515;225;17;01/01/1996;Penguin Books;#N/A;#N/A;{'fiction': 1727, 'history, historical fiction, biography': 387, 'mystery, thriller, crime': 70}
29639;The Quiet American;Graham Greene/Zadie Smith;3.97;99478390;eng;198;1344;156;10/07/2004;Vintage Books/Vintage Classics;#N/A;#N/A;{'fiction': 1729, 'history, historical fiction, biography': 387, 'mystery, thriller, crime': 70}
29641;The End of the Affair;Graham Greene/Monica Ali;3.94;99478447;eng;160;38283;3002;10/07/2004;Vintage Classics;"[[0, 'Fanfiction is the black hole I have been living in for the last few months.'], [0, 'I think I might have read everything on Archive Of Our Own.'], [0, 'It was gluttonous and excellent but then I decided to dust off my kindle.'], [0, 'This is the book I decided would wake me from my haze of sci fi, crack and fluff.'], [0, 'It was totally not what I expected but I really enjoyed most of it anyway.'], [0, ""Most of the book is from the perspective of Bendrix- the writer whose lover ended their relationship years ago without an explanation; he hasn't seen her since and is still in love with her.""], [0, ""He's honest to the reader about his selfishness, possessiveness and manipulation, I actually really liked him.""], [0, ""Without Sarah in his life, he finds it has little meaning, his love of her turning into an obsession, and I couldn't help but understand his pain as I gradually learnt about their shared past.""], [0, 'He talks about love and hate being intertwined, unable to separate them from his image of Sarah.'], [0, 'When he thinks he is writing hate, he finds himself writing love and vice versa.'], [0, 'And it is when he hates himself that he finds himself most self aware and honest.'], [0, ""'The sense of unhappiness is so much easier to convey than that of happiness.""], [0, 'In misery we seem aware of our own existence, even though it may be in the form of a monstrous egotism: this pain of mine is individual, this nerve that winces belongs to me and to no other.'], [0, 'But happiness annihilates us: we lose our identity.'], [0, 'This part of the book I think I enjoyed more- the part focusing on their relationship and Bendrix as a messed up, jealous man.'], [0, 'Some of his all consuming passion was eloquently written and described, in just a sentence I understood it fully.'], [0, ""'I had to touch you with my hands, I had to taste you with my tongue; one can't love and do nothing.'""], [0, ""I'm not sure why, but this line gave me chills and has stuck with me more than any other in the book.""], [0, ""I can't wait to quote it in some way and be super pretentious:""], [0, ""'I can't touch you by telephone, Sarah.'""], [0, 'The last two thirds focus more on belief and the nature of God.'], [0, ""Sarah's love for Bendrix is weighed against her love for God- a lifetime of unhappiness because of the promise made to a God she's not sure that she believes in, and isn't sure she wants to believe in.""], [0, ""The philosophical and theological aspects of the book really weren't what I expected, and were really all that the final part of the book focused on.""], [0, 'I enjoyed it to a point, but it all started to feel a little preachy and heavy handed.'], [0, ""There wasn't much ambiguity about whether the reader was supposed to believe in God by the end.""], [0, 'There was a little eye rolling.'], [0, ""The end was saved, however, by Bendrix's continuing bitterness.""], [0, ""'I hate you, God.""], [0, ""I hate you as though you actually exist.'""]]";FALSE;{'romance': 216, 'fiction': 337, 'history, historical fiction, biography': 89, 'mystery, thriller, crime': 19}
29658;Postwar: A History of Europe Since 1945;Tony Judt;4.34;143037757;eng;933;8017;571;09/05/2006;Penguin Books;#N/A;#N/A;{'history, historical fiction, biography': 1298, 'non-fiction': 451}
29680;The Coen Brothers: Interviews;William Rodney Allen;3.82;1578068894;eng;208;73;3;8/18/2006;University Press of Mississippi;#N/A;#N/A;#N/A
29685;The Hermeneutical Spiral: A Comprehensive Introduction to Biblical Interpretation;Grant R. Osborne;3.94;830828265;eng;624;410;37;12/01/2006;IVP Academic;#N/A;#N/A;{'non-fiction': 6}
29694;Raising the Bar: Ministry to Youth in the New Millennium;Alvin L. Reid;3.86;82543632;en-US;208;42;3;04/07/2004;Kregel Academic & Professional;#N/A;#N/A;#N/A
